Código Localidade;Logradouro;Bairro;Município;UF
89270000;RUA ROD BR;IMIGRANTES;GUARAMIRIM;SC
63310000;RUA MANOEL ALVES;CENTRO;UMARI;CE
85960000;RODOVIA BR 163;SEDE;MARECHAL CANDIDO RONDON;PR
08664290;RUA ALBERTO RODRIGUES BIO;JARDIM CARLOS COOPER;SUZANO;SP
88400000;AVENIDA PARAGUAI;JARDIM AMERICA;ITUPORANGA;SC
65000000;FEIA DO COMERCIO;PRAIA GRANDE;SAO LUIS;MA
37476000;B SAO DOMINGOS;ZONA RURAL;CRISTINA;MG
22430170;RUA FADEL;LEBLON;RIO DE JANEIRO;RJ
41520970;RUA JAIME VIEIRA LIMA;PAU DA LIMA;SALVADOR;BA
38400702;AVENIDA FLORIANO PEIXOTO;BRASIL;UBERLANDIA;MG
47640000;RUA MARIO CAMPOS;CENTRO;SANTA MARIA DA VITORIA;BA
78050500;AVENIDA HISTORIADOR RUBENS DE MENDONCA;BOSQUE DA SAUDE;CUIABA;MT
74845140;PRACA DO COMERCIO;VILA REDENCAO;GOIANIA;GO
40040520;RUA DA POEIRA;NAZARE;SALVADOR;BA
17205050;RUA FRANCISCO SAMPAIO;VILA SAMPAIO BUENO;JAU;SP
40301155;RUA SODRE;SAO PEDRO;SALVADOR;BA
47600000;;LOTEAMENTO;BOM JESUS DA LAPA;BA
95020472;RUA OS DEZOITO DO FORTE;SAO PELEGRINO;CAXIAS DO SUL;RS
11444610;RUA JOAO MARIA JR;VILA SANTA ROSA;GUARUJA;SP
18460000;RUA JOSE ROLIM SOBRINHO;CENTRO;ITARARE;SP
35701107;RUA NIQUEL;PROGRESSO;SETE LAGOAS;MG
63165000;RUA JEREMIAS PEREIRA;CENTRO;NOVA OLINDA;CE
88701971;RUA ALTAMIRO GUIMARAES;OFICINAS;TUBARAO;SC
25266000;AVENIDA CORONEL SISSON;VILA ARACI;DUQUE DE CAXIAS;RJ
88160000;RUA LAGES;RIO CAVERAS;BIGUACU;SC
96810000;RUA MARECHAL FLORIANO;CENTRO;SANTA CRUZ DO SUL;RS
70360510;Q 509 BLOCO A;ASA SUL;BRASILIA;DF
25025000;AVENIDA NILO PECANHA;PARQUE LAFAIETE;DUQUE DE CAXIAS;RJ
86010470;RUA SANTA CATARINA;CENTRO;LONDRINA;PR
19900020;RUA PARANA;CENTRO;OURINHOS;SP
60020000;RUA 24 DE MAIO;CENTRO;FORTALEZA;CE
37780000;LOCALIDADE CHACARA SAO JOAO;;CALDAS;MG
08210040;AVENIDA CUPECE;CIDADE ADEMAR;SAO PAULO;SP
20051040;AVENIDA PASSOS;CENTRO;RIO DE JANEIRO;RJ
54765135;RUA TENENTE ARNALDO;TIMBI;CAMARAGIBE;PE
95800000;RODOVIA RSC;SAO JOSE;VENANCIO AIRES;RS
78820000;RODOVIA BR 364;ZONA RURAL;JACIARA;MT
65335000;RUA DA PALMEIRA;CENTRO;BELA VISTA DO MARANHAO;MA
60175020;RUA FONSECA LOBO;ALDEOTA;FORTALEZA;CE
65400000;AVENIDA SANTOS DUMONT;SAO SEBASTIAO;CODO;MA
01136000;RUA DO BOSQUE;BARRA FUNDA;SAO PAULO;SP
91240640;RUA JOSE ERNESTO NEDEL;RUBEM BERTA;PORTO ALEGRE;RS
15091350;RUA ISHITI EGAMI;JARDIM PINHEIROS;SAO JOSE DO RIO PRETO;SP
29164050;AVENIDA LOURIVAL NUNES;JARDIM LIMOEIRO;SERRA;ES
60030140;RUA GUILHERME ROCHA;CENTRO;FORTALEZA;CE
18208250;RUA MARIA LANUTTI MARTINS;VILA RIO BRANCO;ITAPETININGA;SP
18400970;SITIO SAO JOSE;PACOVA;ITAPEVA;SP
14085010;RUA SAO PAULO;CAMPOS ELISEOS;RIBEIRAO PRETO;SP
89260160;RODOVIA BR 280;PORTAL;JARAGUA DO SUL;SC
95700000;ESTRADA LINHA TOMASI;TUIUTY;BENTO GONCALVES;RS
29375970;AVENIDA DOMINGOS PERIM;CENTRO;VENDA NOVA DO IMIGRANTE;ES
57303265;AVENIDA VEREADOR JOAO SATURNINO DE ALMEIDA;BOA VISTA;ARAPIRACA;AL
34003058;RUA GALAX;QUINTAS DO SOL;NOVA LIMA;MG
13520000;FAZENDA SANTA CLARA II;TANQUA;SAO PEDRO;SP
49480000;AVENIDA HUBERTO NUNES DE OLIVEIRA;CENTRO;SIMAO DIAS;SE
89610000;RUA SANTA CATARINA;CENTRO;HERVAL D OESTE;SC
60431085;RUA GENERAL BERNARDO FIGUEIREDO;RODOLFO TEOFILO;FORTALEZA;CE
16450000;SITIO SANTA QUIRINA;7 DE ABRIL;GETULINA;SP
15790000;SITIO SANTO ANTONIO;ZONA RARUL;RUBINEIA;SP
20021040;AVENIDA AUGUSTO SEVERO;GLORIA;RIO DE JANEIRO;RJ
14670000;CHACARA RECANTO MINEIRO;RURAL;NUPORANGA;SP
18230000;CHACARA SANTO ANTONIO;POCINHO;SAO MIGUEL ARCANJO;SP
18650000;RUA D SEBASTIANA DE BARROS;VILA SANTA TEREZINHA;SAO MANUEL;SP
18303170;RUA EMILIO FERNANDES SANCHES;VILA APARECIDA;CAPAO BONITO;SP
47850000;RUA CECILIA MEIRELES;AROLDO CRUZ;LUIS EDUARDO MAGALHAES;BA
07073000;RUA SAO MAURICIO;VILA ROSALIA;GUARULHOS;SP
08588650;RUA NICE;PINHEIRINHO;ITAQUAQUECETUBA;SP
07174020;RUA ELIAS DABARIAN;INOCOOP;GUARULHOS;SP
37410000;AVENIDA UM;FEIRA DE GADO;TRES CORACOES;MG
11680000;RUA LUIZ GUILHERME DE OLIVEIRA;SILOP;UBATUBA;SP
19820000;SITIO SANTO ANTONIO;AGUA DO SANTO ANTONIO;TARUMA;SP
55031205;RUA DO ROSARIO;CIDADE ALTA;CARUARU;PE
61936250;RUA 122;TIMBO;MARACANAU;CE
87013929;AVENIDA HORACIO RACCANELLO FILHO;ZONA 9;MARINGA;PR
65300064;RUA SANTO ANTONIO;CENTRO;SANTA INES;MA
72876505;RUA SEM NOME;ETAPA E;VALPARAISO DE GOIAS;GO
78140460;TRECHO DA LIMA;VILA ARTHUR;VARZEA GRANDE;MT
89680000;AVENIDA VALDECIR ANGELO ZAMPIERI;CENTRO;IRANI;SC
12412240;RUA CIRO VALENTINE;RESIDENCIAL OURO VERDE;PINDAMONHANGABA;SP
88034102;RODOVIA AMARO ANTONIO VIEIRA;ITACORUBI;FLORIANOPOLIS;SC
74484160;RUA JOAQUIM ALVES RIBEIRO;SOLANGE PARQUE I;GOIANIA;GO
13190000;RUA VINTE E TRES;RESIDENCIAL SAO CLEMENTE;MONTE MOR;SP
72960000;RUA PC RUA PROFESSOR CAETANO AMORIM;DOS LEITES;CORUMBA DE GOIAS;GO
95074020;RUA ANTONIO BROILO;CRUZEIRO;CAXIAS DO SUL;RS
51030010;RUA SETUBAL;BOA VIAGEM;RECIFE;PE
12140000;SITIO BAIRRO CACHOEIRA DOS PINTOS;CACHOEIRA DOS PINTOS;SAO LUIZ DO PARAITINGA;SP
35600000;RUA LONDRINA;SAO VICENTE;BOM DESPACHO;MG
40300034;AVENIDA HEITOR DIAS;BAIXA DE QUINTAS;SALVADOR;BA
12425190;RUA MARIA OSCARINA RESENDE DE OLIVEIRA;BETA;PINDAMONHANGABA;SP
60450610;RUA JOSE SOMBRA;PARQUELANDIA;FORTALEZA;CE
36500000;RUA ONZE;COLINA DO JARDIM GLORIA;UBA;MG
85460000;RUA SANDALO;CENTRO;QUEDAS DO IGUACU;PR
13903050;RUA 13 DE MAIO;CENTRO;AMPARO;SP
25520620;RUA CORONEL HENRIQUE DA FONSECA;CENTRO;SAO JOAO DE MERITI;RJ
37500176;AVENIDA BPS;BPS;ITAJUBA;MG
55920000;RUA OSCAR JOSE DE FRANCA;CENTRO;ITAMBE;PE
13920000;PRACA CORONEL JOAO PEDRO;CENTRO;PEDREIRA;SP
95940000;RUA GUSTAVO WIENANDTS;CENTRO;ARROIO DO MEIO;RS
92020480;RUA SAO PEDRO;MARECHAL RONDON;CANOAS;RS
96015310;RUA BARAO DA CONCEICAO;CENTRO;PELOTAS;RS
96760000;RUA GETULIO VARGAS;SEDE;TAPES;RS
89110000;RODOVIA JORGE LACERDA;FIGUEIRA;GASPAR;SC
98300000;RUA JOSE BONIFACIO;CENTRO;PALMEIRA DAS MISSOES;RS
08210040;RUA MARIA TEREZA F RODRIGUE;PARQUE CONTINENTAL;SAO PAULO;SP
29400000;RUA DOUTOR JOSE MONTEIRO SILVA;SEDE;MIMOSO DO SUL;ES
38610000;RUA PEDRO COSTA;;UNAI;MG
78640000;FAZENDA DA MATA;ZONA RURAL;CANARANA;MT
06253000;RUA PRESIDENTE COSTA E SILVA;HELENA MARIA;OSASCO;SP
08210040;RUA COR AZUL;MAR PAULISTA;SAO PAULO;SP
13870220;RUA BENJAMIN CONSTANT;CENTRO;SAO JOAO DA BOA VISTA;SP
01255000;AVENIDA DOUTOR ARNALDO;SUMARE;SAO PAULO;SP
38441096;RUA TOCANTINS;BRASILIA;ARAGUARI;MG
06715125;RUA 10 DE JANEIRO;CENTRO;COTIA;SP
05135400;RUA JOSE COSTA DE ANDRADE;PIRITUBA;SAO PAULO;SP
88509130;RUA DOUTOR VALMOR RIBEIRO;CORAL;LAGES;SC
64204510;RUA 5;CONJUNTO JOAZ SOUZA;PARNAIBA;PI
01001010;RUA DO IMPERADOR;SAO MIGUEL PAULISTA;SAO PAULO;SP
39400021;RUA FLORIANO PEIXOTO;CENTRO;MONTES CLAROS;MG
35660035;RUA NOSSA SENHORA DAS GRACAS;NOSSA S DAS GRACAS;PARA DE MINAS;MG
03089030;RUA DO TATUAPE;MARANHAO;SAO PAULO;SP
55940000;RUA OLEGARIO FONSECA;CENTRO;CONDADO;PE
95599000;RUA GENERAL OSORIO;PINHAL;BALNEARIO PINHAL;RS
76916000;RODOVIA BR 364;ZONA RURAL;PRESIDENTE MEDICI;RO
91220580;RUA SETENTA;JARDIM ITU;PORTO ALEGRE;RS
77453000;AVENIDA ARLINDO MARTINS;CENTRO;CARIRI DO TOCANTINS;TO
88122010;RUA FRANCISCO ANTONIO DA SILVA;SERTAO DO MARUIM;SAO JOSE;SC
65180000;RUA MA 402;POVOADO MASSALINA;HUMBERTO DE CAMPOS;MA
09321190;AVENIDA EUGENIO NEGRI;JARDIM ZAIRA;MAUA;SP
09020270;RUA GUILHERME MARCONI;VILA ASSUNCAO;SANTO ANDRE;SP
63600000;SITIO BONITO;ZONA RURAL;SENADOR POMPEU;CE
56760000;RUA ODILON LEITE DE ANDRADE;CENTRO;TUPARETAMA;PE
37511000;RODOVIA PIRANGUCU ITAJUBA;MELLOS II;PIRANGUCU;MG
03350005;RUA DOUTOR GABRIEL DE RESENDE;VILA INVERNADA;SAO PAULO;SP
74475202;RUA PESSONE;SETOR MORADA DO SOL;GOIANIA;GO
11704110;RUA AFONSO BOVERO;OCIAN;PRAIA GRANDE;SP
15044050;RUA ANTONINHO MARMO;SOLO SAGRADO;SAO JOSE DO RIO PRETO;SP
77001376;QUADRA 305 NORTE ALAMEDA 34;CENTRO;PALMAS;TO
03402002;AVENIDA CONSELHEIRO CARRAO;VILA CARRAO;SAO PAULO;SP
26572310;RUA MAGALHAES PINTO;ROCHA SOBRINHO;MESQUITA;RJ
37640000;RUA NENE;CENTRO;EXTREMA;MG
75495000;AVENIDA BELO HORIZONTE;CENTRO;JESUPOLIS;GO
14430000;FAZENDA BOA SORTE SEDE;ZONA RURAL;RESTINGA;SP
57325000;SITIO SALGADO;SALGADO;COITE DO NOIA;AL
88056581;SERVIDAO PEDRAS BRANCAS;CACHOEIRA DO BOM JESUS;FLORIANOPOLIS;SC
46880000;RUA CALIXTO;CIDADE DE DEUS;ITABERABA;BA
03319000;RUA AZEVEDO SOARES;TATUAPE;SAO PAULO;SP
69315603;RUA ROUXINOL;SAO BENTO;BOA VISTA;RR
12320140;RUA BERTIOGA;CIDADE JARDIM;JACAREI;SP
88340010;AVENIDA SANTA CATARINA;TABOLEIRO;CAMBORIU;SC
28990786;AVENIDA SAQUAREMA;BACAXA;SAQUAREMA;RJ
68560000;AVENIDA HENRIQUE VITA;RODOVIARIO;SANTANA DO ARAGUAIA;PA
13278070;RUA PEDRO ALVES PEGO;CHACARAS SAO BENTO;VALINHOS;SP
82540070;RUA MANOEL DE SOUZA DIAS NEGRAO;BOA VISTA;CURITIBA;PR
45260000;RUA GERMANO BATISTA DE SOUZA;TIRADENTES;POCOES;BA
13170036;ESTRADA MUNICIPAL SUMARE A TAQUARA BRANCA;TAQUARA BRANCA;SUMARE;SP
59020110;RUA ACU;CIDADE ALTA;NATAL;RN
13183140;AVENIDA ANHANGUERA;VILA REAL CONTINUACAO;HORTOLANDIA;SP
02985050;RUA JOSE BRANDAO;JARDIM PIRITUBA;SAO PAULO;SP
15045565;RUA NESTOR BRANDAO;RESIDENCIAL ANA CELIA;SAO JOSE DO RIO PRETO;SP
78065075;RUA TIRADENTES;PICO DO AMOR;CUIABA;MT
41825900;AVENIDA ANTONIO CARLOS MAGALHAES;ITAIGARA;SALVADOR;BA
86730000;AVENIDA INTERVENTOR MANOEL RIBAS;CENTRO;ASTORGA;PR
05861310;RUA GONCALVES DOS SANTOS;JARDIM MARACA;SAO PAULO;SP
52140000;AVENIDA HILDEBRANDO DE VASCONCELOS;BEBERIBE;RECIFE;PE
89218220;RUA GUILHERME KOCK;SANTO ANTONIO;JOINVILLE;SC
13320200;RUA JOSE WEISSOHN;CENTRO;SALTO;SP
82510050;RUA ESTADOS UNIDOS;BACACHERI;CURITIBA;PR
99600000;RUA PINHEIRO MACHADO;CENTRO;NONOAI;RS
76550000;RUA DO COMERCIO;POV DE BONOPOLIS;PORANGATU;GO
84063080;RUA MOACYR LAZZAROTTO DE OLIVEIRA;PARQUE DO CAFE;PONTA GROSSA;PR
18200014;RUA QUINTINO BOCAIUVA;CENTRO;ITAPETININGA;SP
62800000;TRAVESSA DUQUE DE CAXIAS II;VARZEA DA MATRIZ;ARACATI;CE
59528000;RUA MANOEL AUGUSTO PEREIRA;CENTRO;BODO;RN
63630000;AVENIDA DOCA BELO;CENTRO;PEDRA BRANCA;CE
79472970;AVENIDA BRASIL;CENTRO;RIO NEGRO;MS
39402258;RUA CURITIBA;SANTO ANTONIO;MONTES CLAROS;MG
29168095;RUA 6;CIVIT II;SERRA;ES
79075117;RUA ELYDIO PINHEIRO;PARQUE DO SOL;CAMPO GRANDE;MS
30775490;RUA DOUTOR PEDRO PINTO;ALTO CAICARAS;BELO HORIZONTE;MG
35970000;RUA PADRE MAURO FARIA;SAGRADA FAMILIA;BARAO DE COCAIS;MG
08215400;RUA SAO FRANCISCO DO PIAUI;ITAQUERA;SAO PAULO;SP
80010917;RUA MARECHAL DEODORO;;CURITIBA;PR
47800154;RUA CORONEL MAGNO;CENTRO;BARREIRAS;BA
29100011;AVENIDA CHAMPAPNAT;CENTRO;VILA VELHA;ES
62795000;SITIO LAGOA GRANDE;ZONA RURAL;BARREIRA;CE
18520000;AVENIDA JOAO PILON;CENTRO;CERQUILHO;SP
37006350;RUA SILVIANOPOLIS;JARDIM ANDERE;VARGINHA;MG
83206332;RUA WASHINGTON LUIZ;PORTO DOS PADRES;PARANAGUA;PR
01509001;RUA JOSE GETULIO;ACLIMACAO;SAO PAULO;SP
46140000;AVENIDA CONSTANTINO JOSE DOS SANTOS;TAQUARI;LIVRAMENTO DE NOSSA SENHORA;BA
78058513;AVENIDA A;TRES BARRAS;CUIABA;MT
03716050;RUA CATATEUS;JARDIM PIRATININGA;SAO PAULO;SP
08568300;AVENIDA ADUTORA;NOVA POA;POA;SP
20950072;AVENIDA MARECHAL RONDON;SAMPAIO;RIO DE JANEIRO;RJ
40435770;TRAVESSA ESPERANCA;MASSARANDUBA;SALVADOR;BA
17980000;RUA CENTO E SEIS;POTIGUARA;PANORAMA;SP
68682000;AVENIDA DIONISIO BENTES;QUATRO BOCAS;TOME ACU;PA
86300000;RUA TOMIO TAKAHASHI;JARDIM SANTA RITA;CORNELIO PROCOPIO;PR
74916200;AVENIDA SAO JOAO;JARDIM NOVA ERA;APARECIDA DE GOIANIA;GO
63101005;RUA JOSE MARROCOS;PINTO MADEIRA;CRATO;CE
37200000;RUA RITA CATARINA DE JESUS;CASCALHO;LAVRAS;MG
92990000;RUA LAGUNA;CENTRO;ELDORADO DO SUL;RS
69940000;RUA BURITI;NITEROI 2O DISTRITO;SENA MADUREIRA;AC
13540000;ESTRADA DE JACUTINGA;JACUTINGA;CORUMBATAI;SP
46430000;AVENIDA JOSE NEVES TEIXEIRA;PARAISO;GUANAMBI;BA
16370000;RUA ROQUE FRANCISCO DA CUNHA;CENTRO;PROMISSAO;SP
05710030;RUA FRANCO ALFANO;JARDIM VAZANI;SAO PAULO;SP
01042001;RUA BARAO DE ITAPETININGA;CENTRO;SAO PAULO;SP
11925970;AVENIDA COPACABANA;CENTRO;ILHA COMPRIDA;SP
01524090;TRECHO UGO TOGNAZZI;CAMBUCI;SAO PAULO;SP
08235570;RUA GUARAPA;PARQUE GUARANI;SAO PAULO;SP
12600005;RUA DOUTOR RODRIGUES DE AZEVEDO;CENTRO;LORENA;SP
14870300;RUA RUI BARBOSA;CENTRO;JABOTICABAL;SP
45810000;AVENIDA JETURLIO VAGAS;CENTRO;PORTO SEGURO;BA
29703041;RUA FIORAVANTE ROSSI;LACE;COLATINA;ES
60521104;RUA SANTA FILOMENA;HENRIQUE JORGE;FORTALEZA;CE
16880000;AVENIDA LUIZ AUGUSTO DE ARRUDA;CENTRO;VALPARAISO;SP
45790000;PRACA DOS ARTISTAS;ITAIMBE;POTIRAGUA;BA
08470460;SOTER DE ARAUJO;CIDADE TIRADENTES;SAO PAULO;SP
84270040;RUA RIO GRANDE;SAO JOAO;TELEMACO BORBA;PR
29300792;RUA BERNARDO HORTA;GUANDU;CACHOEIRO DE ITAPEMIRIM;ES
04164190;RUA RODOLFO ARENA;VILA MORAES;SAO PAULO;SP
48470000;RUA PASTOR RODRIGUES SANTANA;CIDADE NOVA;OLINDINA;BA
08120000;RUA BARAO DE ALAGOAS;ITAIM PAULISTA;SAO PAULO;SP
65606050;QUARTA TRAVESSA PERNAMBUCO;TESO DURO;CAXIAS;MA
58302515;RUA JORNAL DA PARAIBA;CONJUNTO MARCOS MOURA;SANTA RITA;PB
31070020;RUA SAO FIDELIS;NOVA VISTA;BELO HORIZONTE;MG
65395000;RUA BURITIRANA;CENTRO;BOM JESUS DAS SELVAS;MA
16340000;SITIO SANTO ANTONIO;VOLTA GRANDE;LUIZIANIA;SP
65000000;RODOVIA BR 135;MARACANA;SAO LUIS;MA
60810300;AVENIDA WASHINGTON SOARES;GUARARAPES;FORTALEZA;CE
37245000;LOCALIDADE CAPELA DO SACO;ZONA RURAL;CARRANCAS;MG
84020000;RUA AFONSO CELSO;UVARANAS;PONTA GROSSA;PR
28010050;RUA VIGARIO JOAO CARLOS;CENTRO;CAMPOS DOS GOYTACAZES;RJ
89204251;RUA BLUMENAU;AMERICA;JOINVILLE;SC
45570000;RUA WWADOMIRO SANTOS;CENTRO;IPIAU;BA
57120000;RUA ALMIRANTE TAMANDARE;CENTRO;SATUBA;AL
89638000;MARGENS BR;;VARGEM;SC
55280000;RUA JORGE DE A NEIVA;CENTRO;PEDRA;PE
08717140;RUA BOA VISTA;CENTRO;MOGI DAS CRUZES;SP
13630000;RUA SETE DE SETEMBRO;CENTRO;PIRASSUNUNGA;SP
95670000;AVENIDA DAS HORTENSIAS;CARNIEL;GRAMADO;RS
11075003;AVENIDA SENADOR PINHEIRO MACHADO;JOSE MENINO;SANTOS;SP
18650000;SITIO SANTO ANTONIO;ZONA RURAL;SAO MANUEL;SP
12235060;RUA PEDRO TATIMOTO;JARDIM AMERICA;SAO JOSE DOS CAMPOS;SP
18310000;SITIO FRANCISCOS;DOS FRANCISCOS;GUAPIARA;SP
35970000;AVENIDA WILSON ALVARENGA DE OLIVEIRA;VIUVA;BARAO DE COCAIS;MG
13067704;RUA ELDER RODRIGUES JUNIOR;CHACARA TRES MARIAS;CAMPINAS;SP
79740000;RUA RAIMUNDO DA CRUZ LIMA;GUIRAI;IVINHEMA;MS
60000000;AVENIDA DEDE BRASIL;SERRINHA;FORTALEZA;CE
78580000;SETOR MARG DIREIT RIO JURUENA;ZONA RURAL;ALTA FLORESTA;MT
60320105;AVENIDA SARGENTO HERMINIO SAMPAIO;SAO GERARDO;FORTALEZA;CE
12315310;AVENIDA ADHEMAR PEREIRA BARROS;CHAC RURAIS S MARIA;JACAREI;SP
83840000;ESTRADA LOCALIDADE DE PONTA NOVA;ZONA RURAL;QUITANDINHA;PR
60874210;RUA CANAA;ANCURI;FORTALEZA;CE
55700000;RUA PROJETADA;LAGOA AZUL;LIMOEIRO;PE
45585000;RUA A BAIRRO FERNANDO NEVES;VILA DO JAPUMIRIM;ITAGIBA;BA
89221585;RUA TURVO;SAGUACU;JOINVILLE;SC
58053022;RUA JOSE FIRMINO FERREIRA;BANCARIOS;JOAO PESSOA;PB
50740080;AVENIDA BARAO DE BONITO;VARZEA;RECIFE;PE
14930000;RODOVIA ARARAQUARA JAU;ZONA RURAL;BOA ESPERANCA DO SUL;SP
38755000;AVENIDA SANTOS DUMONT;CENTRO;LAGOA GRANDE;MG
14750000;RUA RAFAEL RUI;JARDIM GUMERCINDO H SOARES;PITANGUEIRAS;SP
21215350;RUA VIENA;BRAZ DE PINA;RIO DE JANEIRO;RJ
18170000;RUA MARECHAL FLORIANO PEIXOTO;CENTRO;PIEDADE;SP
58300970;RUA ANESIO ALVES DE MIRANDA;VARZEA NOVA;SANTA RITA;PB
68555011;AVENIDA XINGU;CENTRO;XINGUARA;PA
80220031;RUA DESEMBARGADOR WESTPHALEN;VILA PAROLIN;CURITIBA;PR
04905022;ESTRADA DO M BOI MIRIM;VILA REMO;SAO PAULO;SP
18940000;SITIO CAMILO SOARES;AGUA DO CAMILO;SAO PEDRO DO TURVO;SP
58000000;RUA PROJETADA;GRAMAME;JOAO PESSOA;PB
24931970;ESTRADA REAL DE MARICA;SAO JOSE DO IMBASSAI;MARICA;RJ
60334005;RUA JOSE LUIS NETO;BARRA DO CEARA;FORTALEZA;CE
32235320;RUA CORONEL ODILON RESENDE DE ANDRADE;INDUSTRIAL 3 SECAO;CONTAGEM;MG
04421070;RUA PASQUAL VALVA;JARDIM LUSO;SAO PAULO;SP
37036660;RUA ANTONIO R ALMEIDA;JARDIM CORCETTI I;VARGINHA;MG
44990000;RUA RIBEIRAO;CANARINA;BARRA DO MENDES;BA
05734150;RUA NELSON GAMA DE OLIVEIRA;VILA ANDRADE;SAO PAULO;SP
95670000;RODOVIA RS 115;VARZEA GRANDE;GRAMADO;RS
78020005;RUA ARNALDO DE MATOS;CENTRO SUL;CUIABA;MT
72135180;QI 18;SETOR INDUSTRIAL;BRASILIA;DF
59610090;RUA DESEMBARGADOR DIONISIO FILGUEIRA;CENTRO;MOSSORO;RN
15760000;CHACARA BELA VISTA;CORREGO COMPRIDO;URANIA;SP
65930000;AVENIDA DESEMBARGADOR T CALDAS;CENTRO;ACAILANDIA;MA
83309220;RUA SETE DE SETEMBRO;PINHAIS;PIRAQUARA;PR
31250350;RUA ALVARO MATA;ERMELINDA;BELO HORIZONTE;MG
86410000;RUA DOUTOR JOAO PESSOA;;RIBEIRAO CLARO;PR
97573590;RUA BARAO DO TRIUNFO;CENTRO;SANTANA DO LIVRAMENTO;RS
49810000;RUA RIO GRANDE DO SUL;ZONA RURAL;POCO REDONDO;SE
07600000;RUA CLAUDINO A BICUDO;VILA MACHADO;MAIRIPORA;SP
01000000;RUA DA MOOCA;MOOCA;SAO PAULO;SP
84900000;RUA MARIA TOMAZIO;D E R;IBAITI;PR
18360000;ESTRADA APIAI A ITAOCA SERRA ATLANTICA;QUATIS;ITAOCA;SP
88215000;RUA AGUIA;BOMBAS;BOMBINHAS;SC
21044652;AVENIDA RAINHA ELISABETH;IPANEMA;RIO DE JANEIRO;RJ
11070350;RUA DOUTOR GASPAR RICARDO;MARAPE;SANTOS;SP
87030200;RUA SAO JOAO;ZONA 7;MARINGA;PR
49010900;RUA PACATUBA;CENTRO;ARACAJU;SE
37500189;RUA CONQUIBUS;SAO VICENTE;ITAJUBA;MG
28990790;RUA DOUTOR LUIZ JANUARIO;CENTRO;SAQUAREMA;RJ
89249000;AVENIDA DOM HENRIQUE II;BARRA DO SAI;ITAPOA;SC
87555000;RUA OZORIO MONTEIRO;CENTRO;SAO JORGE DO PATROCINIO;PR
24400000;AVENIDA DOUTOR ALBINO IMPARATO;JARDIM CATARINA;SAO GONCALO;RJ
29027080;RUA MANOEL ROZINDO;SAO PEDRO;VITORIA;ES
89533000;RUA HENRIQUE PAES DE ALMEIDA;CENTRO;SAO CRISTOVAO DO SUL;SC
41610160;AVENIDA OCTAVIO MANGABEIRA;ITAPUA;SALVADOR;BA
13280000;RUA 19 DE ABRIL;JARDIM VON ZUBEN;VINHEDO;SP
61940000;RODOVIA ESTRADA ITAPEBUCU;ITAPEBUCU;MARANGUAPE;CE
04144060;RUA SAO SEBASTIAO;VILA DA SAUDE;SAO PAULO;SP
87355000;RUA JABOTINGUERA;CENTRO;JURANDA;PR
32041450;RUA DOM SILVERIO;CENTRO;CONTAGEM;MG
77733000;RUA IZAURINA RIBEIRO FEITOSA;CENTRO;RECURSOLANDIA;TO
19780000;RUA PREFEITO ANTONIO SILVA;VILA PALAZZI;QUATA;SP
09820780;RUA SALIM MAHFOUD;PARQUE TERRA NOVA II;SAO BERNARDO DO CAMPO;SP
81070270;RUA JOSE JOAQUIM TEIXEIRA;PORTAO;CURITIBA;PR
43850000;PRACA LUIZ VENTURA;CENTRO;SAO SEBASTIAO DO PASSE;BA
99200000;RUA MANOEL FRANCISCO GUERREIRO;CENTRO;GUAPORE;RS
30692320;RUA MAIRIPORA;ITAIPU BARREIRO;BELO HORIZONTE;MG
66000000;RUA DOS MUNDURUCUS;GUAMA;BELEM;PA
39705000;RUA DURVAL PIMENTA;CENTRO;SAO JOAO EVANGELISTA;MG
09080140;AVENIDA PADRE MANUEL DA NOBREGA;JARDIM;SANTO ANDRE;SP
95115550;RODOVIA RS 122;FORQUETA;CAXIAS DO SUL;RS
06455000;ALAMEDA ARAGUAIA;ALPHAVILLE INDUSTRIAL;BARUERI;SP
08562020;RUA DEPUTADO GUARACY SILVEIRA;CENTRO;POA;SP
20921260;RUA DOUTOR ALEXANDRE PLEMONT;SAO CRISTOVAO;RIO DE JANEIRO;RJ
95074140;RUA CAPRICORNIO;CRUZEIRO;CAXIAS DO SUL;RS
13187067;RODOVIA SP 101;JARDIM SAO PEDRO;HORTOLANDIA;SP
71060260;QE 26;GUARA II;BRASILIA;DF
69850000;RODOVIA BR 317;PLATO DO PIQUIA;BOCA DO ACRE;AM
77320000;AVENIDA 12;SETOR NORTE A;TAGUATINGA;TO
59380000;RUA PADRE ANCHIETA;CENTRO;CURRAIS NOVOS;RN
13420835;AVENIDA DOIS CORREGOS;DOIS CORREGOS;PIRACICABA;SP
60762835;RUA SAO FIDELIS;PARQUE SANTA ROSA;FORTALEZA;CE
60000000;RUA ALMIRANTE RUFINO;MONTESE;FORTALEZA;CE
96170000;RUA DUQUE DE CAXIAS;NAVEGANTES;SAO LOURENCO DO SUL;RS
59025003;AVENIDA RIO BRANCO;CIDADE ALTA;NATAL;RN
14780713;RUA 6;SAO JORGE;BARRETOS;SP
19990000;RUA JOAO FLORENCIO;VILA NOVA;PLATINA;SP
49060010;RUA I;JARDIM CENTENARIO;ARACAJU;SE
45930000;RUA JORGE BORGE JAHEL;ITABATAN;MUCURI;BA
89240000;RUA FERNANDES DIAS;CENTRO;SAO FRANCISCO DO SUL;SC
